"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","stop_timezone","wheelchair_boarding","level_id","platform_code"
"100457-3039","","Нижние Котлы","","55.677981","37.625517","","","0","","","0","",""
"100457-4655","","Уссурийская улица","","55.822288","37.824298","","","0","","","0","",""
"100457-3041","","МЦК Верхние Котлы","","55.68969","37.621711","","","0","","","0","",""
"100457-3042","","Стадион «Труд»","","55.696404","37.621063","","","0","","","0","",""
"100457-3043","","Даниловская мануфактура","","55.70237","37.621888","","","0","","","0","",""
"100457-3046","","Даниловский рынок","","55.713874","37.624589","","","0","","","0","",""
"100457-3047","","Александровские казармы","","55.715446","37.625703","","","0","","","0","",""
"100457-3048","","3-й Павловский переулок - Театриум на Серпуховке","","55.719428","37.627802","","","0","","","0","",""
"100457-3049","","Ул. Павла Андреева","","55.722106","37.627709","","","0","","","0","",""
"100457-3035","","Театр «Шалом»","","55.660393","37.619847","","","0","","","0","",""
"100457-3050","","Институт имени Вишневского","","55.724994","37.626227","","","0","","","0","",""
"100457-3053","","1-й Спасоналивковский пер.","","55.732676","37.619942","","","0","","","0","",""
"100457-3054","","1-й Казачий переулок","","55.734725","37.61965","","","0","","","0","",""
"100457-3056","","Большая Якиманка","","55.739919","37.617388","","","0","","","0","",""
"100457-3059","","1-й Казачий переулок","","55.733224","37.619364","","","0","","","0","",""
"100457-3060","","Серпуховская пл.","","55.730444","37.62272","","","0","","","0","",""
"100457-3062","","3-й Люсиновский пер.","","55.722637","37.622194","","","0","","","0","",""
"100457-3064","","Детская п-ка","","55.717253","37.622173","","","0","","","0","",""
"100457-3065","","Даниловский рынок","","55.713156","37.622101","","","0","","","0","",""
"100457-17389","","Киселёво-2","","55.35052","37.334416","","","0","","","0","",""
"100457-3071","","Нижние Котлы","","55.678617","37.624743","","","0","","","0","",""
"100457-3072","","1-й Нагатинский пр.","","55.673973","37.625975","","","0","","","0","",""
"100457-3073","","Хлебозаводский пр.","","55.668701","37.623992","","","0","","","0","",""
"100457-3077","","К/т «Сатурн»","","55.852002","37.645882","","","0","","","0","",""
"100457-3259","","Школа","","55.630675","37.673349","","","0","","","0","",""
"100457-3078","","Кинотеатр «Сатурн»","","55.852415","37.647295","","","0","","","0","",""
"100457-3257","","Улица Новинки","","55.676121","37.674793","","","0","","","0","",""
"100457-3055","","Метро «Полянка»","","55.736903","37.619322","","","0","","","0","",""
"100457-3260","","Кавказский бульв., 18","","55.629945","37.664433","","","0","","","0","",""
"100457-3058","","Метро «Полянка»","","55.735869","37.619391","","","0","","","0","",""
"100457-1009101","","Инфекционная больница","","55.36444","37.197501","","","0","","","0","",""
"100457-3261","","Пролетарский проспект, 45","","55.630306","37.662034","","","0","","","0","",""
"100457-3080","","Ул. Гончарова","","55.814614","37.593074","","","0","","","0","",""
"100457-1001429","","Юрьевский пруд","","55.326497","37.114734","","","0","","","0","",""
"100457-3083","","Лазаревский переулок","","55.791932","37.616163","","","0","","","0","",""
"100457-3087","","Ул. Советской Армии","","55.789411","37.616706","","","0","","","0","",""
"100457-3265","","Онкологический центр","","55.657159","37.644591","","","0","","","0","",""
"100457-3088","","Лазаревский переулок","","55.791623","37.616549","","","0","","","0","",""
"100457-3266","","Библиотека имени Льва Толстого","","55.66185","37.634559","","","0","","","0","",""
"100457-3091","","Ул. Гончарова","","55.815116","37.593771","","","0","","","0","",""
"100457-3269","","Платформа Нагатинская","","55.680941","37.623905","","","0","","","0","",""
"100457-3094","","Кинотеатр «Ашхабад»","","55.623809","37.593966","","","0","","","0","",""
"100457-3271","","Библиотека имени Льва Толстого","","55.661406","37.634423","","","0","","","0","",""
"100457-3095","","Днепропетровская улица, 17","","55.623067","37.586968","","","0","","","0","",""
"100457-3272","","Гостиница онкоцентра","","55.659473","37.638661","","","0","","","0","",""
"100457-3273","","Онкологический центр","","55.656429","37.645215","","","0","","","0","",""
"100457-2965","","Камушки","","55.751913","37.536914","","","0","","","0","",""
"100457-2968","","Кольская улица","","55.857492","37.655276","","","0","","","0","",""
"100457-2969","","Берингов пр.","","55.856981","37.660852","","","0","","","0","",""
"100457-2970","","Берингов пр.","","55.856801","37.660536","","","0","","","0","",""
"100457-2959","","Метро «Улица 1905 года»","","55.763645","37.563575","","","0","","","0","",""
"100457-2971","","Кольская улица","","55.857167","37.656026","","","0","","","0","",""
"100457-3256","","Метро «Коломенская»","","55.679674","37.663662","","","0","","","0","",""
"100457-3135","","Платф. Яуза","","55.829203","37.668624","","","0","","","0","",""
"100457-2975","","Ул. Анны Северьяновой","","55.758562","37.554002","","","0","","","0","",""
"100457-3136","","Малахитовая ул.","","55.830532","37.664508","","","0","","","0","",""
"100457-3141","","Ул. Докукина","","55.836683","37.656928","","","0","","","0","",""
"100457-3142","","Улица Докукина, 9","","55.839575","37.651832","","","0","","","0","",""
"100457-3084","","Улица Советской Армии","","55.788416","37.617345","","","0","","","0","",""
"100457-3085","","Олимпийский проспект","","55.788567","37.621253","","","0","","","0","",""
"100457-3143","","Улица Докукина, 16","","55.840592","37.649898","","","0","","","0","",""
"100457-3144","","1-я улица Леонова","","55.842301","37.647539","","","0","","","0","",""
"100457-3147","","Лазоревый проезд","","55.847361","37.634915","","","0","","","0","",""
"100457-3148","","1-й Ботанический проезд","","55.84931","37.634989","","","0","","","0","",""
"100457-3149","","2-й Ботанический пр.","","55.849904","37.638146","","","0","","","0","",""
"100457-3150","","Улица Седова","","55.851763","37.641366","","","0","","","0","",""
"100457-3151","","Метро «Свиблово»","","55.854249","37.651057","","","0","","","0","",""
"100457-3152","","Институт пути","","55.856392","37.643904","","","0","","","0","",""
"100457-3153","","Проезд Русанова","","55.857211","37.638567","","","0","","","0","",""
"100457-3154","","Ин-т Пути","","55.856089","37.644479","","","0","","","0","",""
"100457-3156","","Улица Седова","","55.852038","37.640841","","","0","","","0","",""
"100457-3157","","2-й Ботанический пр.","","55.850652","37.63812","","","0","","","0","",""
"100457-3162","","1-я улица Леонова","","55.842","37.647528","","","0","","","0","",""
"100457-3163","","Улица Докукина, 9","","55.839056","37.652269","","","0","","","0","",""
"100457-3164","","Улица Советской Армии","","55.787979","37.616474","","","0","","","0","",""
"100457-3165","","Центральный Музей Вооруженных сил","","55.785123","37.615894","","","0","","","0","",""
"100457-3166","","Краснопролетарская улица","","55.774489","37.608423","","","0","","","0","",""
"100457-3167","","2-й Щемиловский переулок","","55.776353","37.607499","","","0","","","0","",""
"100457-1009102","","Инфекционная больница","","55.365459","37.198756","","","0","","","0","",""
"100457-3170","","Центральный театр Российской Армии","","55.782617","37.615655","","","0","","","0","",""
"100457-3171","","Центральный Музей Вооруженных сил","","55.785256","37.616436","","","0","","","0","",""
"100457-1002926","","Судостроительная улица, 21","","55.681668","37.67693","","","0","","","0","",""
"100457-1000247","","Метро «Тимирязевская»","","55.818096","37.581291","","","0","","","0","",""
"100457-3181","","Угловой переулок","","55.789616","37.5886","","","0","","","0","",""
"100457-3182","","Метро «Вднх»","","55.818846","37.638003","","","0","","","0","",""
"100457-3188","","2-й Щемиловский переулок","","55.776292","37.607174","","","0","","","0","",""
"100457-3185","","Метро «Достоевская»","","55.78136","37.612994","","","0","","","0","",""
"100457-3179","","Метро «Южная»","","55.623029","37.610082","","","0","","","0","",""
"100457-3187","","Метро «Новослободская»","","55.779954","37.605079","","","0","","","0","",""
"100457-3125","","Крестовский мост","","55.801795","37.636421","","","0","","","0","",""
"100457-4383","","Снайперская ул.","","55.720124","37.810998","","","0","","","0","",""
"100457-3116","","Крестовский мост","","55.802573","37.635858","","","0","","","0","",""
"100457-1001435","","Юрьевский пруд","","55.326164","37.115256","","","0","","","0","",""
"100457-3192","","Долина реки Котловка","","55.667184","37.594522","","","0","","","0","",""
"100457-3193","","Нагорная ул.","","55.669103","37.589628","","","0","","","0","",""
"100457-3195","","Улица Цюрупы","","55.673006","37.577592","","","0","","","0","",""
"100457-3196","","Новочерёмушкинская улица","","55.675277","37.570996","","","0","","","0","",""
"100457-3199","","Новочерёмушкинская улица","","55.674273","37.572995","","","0","","","0","",""
"100457-3200","","Улица Цюрупы","","55.672562","37.577876","","","0","","","0","",""
"100457-3201","","Нагорная улица","","55.667866","37.591525","","","0","","","0","",""
"100457-3202","","Долина реки Котловка","","55.666589","37.595375","","","0","","","0","",""
"100457-3203","","Приборостроительный техникум","","55.665164","37.600565","","","0","","","0","",""
"100457-1000248","","Метро «Тимирязевская»","","55.819646","37.581655","","","0","","","0","",""
"100457-3208","","Метро «Пражская»","","55.61068","37.607336","","","0","","","0","",""
"100457-3194","","Севастопольский проспект","","55.670886","37.584568","","","0","","","0","",""
"100457-3217","","Метро «Коломенская»","","55.679993","37.664921","","","0","","","0","",""
"100457-3211","","ОВД Нагатинский Затон","","55.679656","37.698609","","","0","","","0","",""
"100457-3212","","Корабельная улица","","55.67833","37.694389","","","0","","","0","",""
"100457-3213","","Диспансер","","55.677118","37.690092","","","0","","","0","",""
"100457-3215","","Метро «Кленовый бульвар»","","55.676186","37.677451","","","0","","","0","",""
"100457-3216","","Районный центр «Орбита»","","55.677114","37.666393","","","0","","","0","",""
"100457-1002179","","Метро «Петровский парк»","","55.792916","37.559054","","","0","","","0","",""
"100457-4756","","1-я Новокузьминская улица","","55.712308","37.795824","","","0","","","0","",""
"100457-4757","","Улица Академика Скрябина, 6","","55.715616","37.796844","","","0","","","0","",""
"100457-4876","","Гаражная улица","","55.757299","37.739366","","","0","","","0","",""
"100457-4758","","Музей «Кусково»","","55.733443","37.812879","","","0","","","0","",""
"100457-4880","","Вешняки-Владычино","","55.719773","37.830797","","","0","","","0","",""
"100457-4759","","Аллея Жемчуговой, 1","","55.732541","37.819632","","","0","","","0","",""
"100457-4881","","Пл. Амилкара Кабрала","","55.720921","37.82738","","","0","","","0","",""
"100457-4760","","15-я гор. б-ца","","55.7321","37.83116","","","0","","","0","",""
"100457-4882","","Университет","","55.727601","37.812046","","","0","","","0","",""
"100457-4761","","Реутовская ул., 22","","55.733727","37.83801","","","0","","","0","",""
"100457-4883","","Улица Молдагуловой","","55.728987","37.808053","","","0","","","0","",""
"100457-4762","","Реутовская ул., 16","","55.736694","37.838372","","","0","","","0","",""
"100457-4749","","Улица Вострухина","","55.715941","37.80022","","","0","","","0","",""
"100457-4763","","Реутовская ул., 6","","55.740967","37.836649","","","0","","","0","",""
"100457-4750","","Управа района Выхино - Жулебино","","55.714554","37.806172","","","0","","","0","",""
"100457-4767","","Ул. Ремизова, 10","","55.676452","37.600338","","","0","","","0","",""
"100457-4751","","Университет управления","","55.713383","37.810652","","","0","","","0","",""
"100457-4768","","Мартеновская улица","","55.760483","37.807477","","","0","","","0","",""
"100457-4752","","Метро «Выхино»","","55.711461","37.818027","","","0","","","0","",""
"100457-4769","","Федеративный просп., 11","","55.75691","37.804536","","","0","","","0","",""
"100457-4753","","Метро «Юго-Восточная»","","55.706572","37.814688","","","0","","","0","",""
"100457-4770","","МЦД Вешняки","","55.722867","37.800654","","","0","","","0","",""
"100457-4754","","Ферганская ул.","","55.708354","37.809473","","","0","","","0","",""
"100457-4771","","Улица Красный Казанец","","55.720814","37.806118","","","0","","","0","",""
"100457-4755","","Налоговая инспекция","","55.710614","37.802855","","","0","","","0","",""
"100457-4773","","Снайперская ул.","","55.719869","37.809819","","","0","","","0","",""
"100457-4774","","Улица Красный Казанец","","55.721066","37.806105","","","0","","","0","",""
"100457-4775","","МЦД Вешняки","","55.723775","37.80008","","","0","","","0","",""
"100457-4778","","5-я улица Соколиной Горы","","55.763449","37.73458","","","0","","","0","",""
"100457-4779","","Пр. Карамзина, 13","","55.589826","37.542247","","","0","","","0","",""
"100457-4780","","Проезд Карамзина, 9","","55.590537","37.539261","","","0","","","0","",""
"100457-4781","","Пр. Карамзина, 5","","55.591194","37.536481","","","0","","","0","",""
"100457-4782","","9-й мкр. Ясенева","","55.593346","37.533807","","","0","","","0","",""
"100457-4784","","Голубинская ул., 24","","55.597104","37.534882","","","0","","","0","",""
"100457-4785","","Ясеневский лесопарк","","55.5981","37.53045","","","0","","","0","",""
"100457-4786","","Сквер Олимпийских чемпионов","","55.600221","37.531235","","","0","","","0","",""
"100457-4787","","Поликлиника","","55.60319","37.533226","","","0","","","0","",""
"100457-4772","","Снайперская улица","","55.71935","37.81053","","","0","","","0","",""
"100457-4788","","Метро «Ясенево»","","55.605982","37.535027","","","0","","","0","",""
"100457-4789","","Литовский бульвар","","55.610806","37.538315","","","0","","","0","",""
"100457-4790","","Улица Айвазовского","","55.617203","37.542008","","","0","","","0","",""
"100457-4792","","Спортбаза «Узкое»","","55.624944","37.542178","","","0","","","0","",""
"100457-4794","","Улица Миклухо-Маклая, 65","","55.63875","37.545593","","","0","","","0","",""
"100457-4795","","Улица Бутлерова","","55.641248","37.550815","","","0","","","0","",""
"100457-4796","","Севастопольский проспект, 54","","55.645654","37.561285","","","0","","","0","",""
"100457-1002186","","Метро «Спортивная»","","55.723756","37.565371","","","0","","","0","",""
"100457-4738","","Метро «Окская»","","55.719814","37.779683","","","0","","","0","",""
"100457-4739","","НИЦ «Строительство»","","55.721293","37.774921","","","0","","","0","",""
"100457-4733","","Южное Измайлово","","55.782457","37.838371","","","0","","","0","",""
"100457-4799","","Севастопольский просп., 81","","55.652599","37.567127","","","0","","","0","",""
"100457-4800","","Спортшкола","","55.65389","37.56852","","","0","","","0","",""
"100457-4802","","Перекопская ул.","","55.659599","37.57463","","","0","","","0","",""
"100457-4804","","Болотниковская ул.","","55.663227","37.577867","","","0","","","0","",""
"100457-4805","","Префектура Юзао","","55.661459","37.575983","","","0","","","0","",""
"100457-4806","","Перекопская улица","","55.659347","37.573762","","","0","","","0","",""
"100457-4791","","Соловьиный проезд","","55.620435","37.543659","","","0","","","0","",""
"100457-4797","","Лесопарк","","55.648024","37.563077","","","0","","","0","",""
"100457-4807","","Метро «Зюзино»","","55.655436","37.56951","","","0","","","0","",""
"100457-4808","","Спортшкола","","55.653488","37.567546","","","0","","","0","",""
"100457-4809","","Севастопольский проспект, 81","","55.651744","37.565575","","","0","","","0","",""
"100457-4811","","Севастопольский проспект, 54","","55.645184","37.560315","","","0","","","0","",""
"100457-4812","","Улица Бутлерова","","55.641253","37.549645","","","0","","","0","",""
"100457-4814","","Спортбаза «Узкое»","","55.624292","37.541831","","","0","","","0","",""
"100457-4815","","Улица Айвазовского","","55.617932","37.540827","","","0","","","0","",""
"100457-4816","","Литовский бульвар","","55.6116","37.535861","","","0","","","0","",""
"100457-4817","","Метро «Ясенево»","","55.607117","37.532879","","","0","","","0","",""
"100457-4818","","Поликлиника","","55.603427","37.530377","","","0","","","0","",""
"100457-4819","","Сквер Олимпийских чемпионов","","55.60156","37.529121","","","0","","","0","",""
"100457-4820","","Ясеневский лесопарк","","55.59776","37.530755","","","0","","","0","",""
"100457-4822","","9-й микрорайон Ясенева","","55.592811","37.533632","","","0","","","0","",""
"100457-4823","","Пр. Карамзина, 5","","55.590857","37.536742","","","0","","","0","",""
"100457-4824","","Проезд Карамзина, 9","","55.590144","37.53974","","","0","","","0","",""
"100457-4825","","Пр. Карамзина, 13","","55.589532","37.542379","","","0","","","0","",""
"100457-4826","","5-я ул. Соколиной Горы","","55.763156","37.735561","","","0","","","0","",""
"100457-4827","","Саратовская улица, 1","","55.713465","37.729367","","","0","","","0","",""
"100457-4828","","Грайвороновская улица","","55.716235","37.726052","","","0","","","0","",""
"100457-4830","","2-й Грайвороновский проезд","","55.720061","37.734154","","","0","","","0","",""
"100457-4810","","Лесопарк","","55.647985","37.562488","","","0","","","0","",""
"100457-4831","","Детский сад","","55.723453","37.735048","","","0","","","0","",""
"100457-4832","","Газгольдерная улица","","55.725276","37.738231","","","0","","","0","",""
"100457-4833","","2-й Грайвороновский проезд, 42","","55.726095","37.743341","","","0","","","0","",""
"100457-4837","","Рязанский просп., 57","","55.722278","37.771005","","","0","","","0","",""
"100457-4838","","НИЦ «Строительство»","","55.72049","37.776291","","","0","","","0","",""
"100457-4839","","Метро «Окская»","","55.719289","37.780396","","","0","","","0","",""
"100457-4840","","Улица Лефортовский Вал","","55.757612","37.699016","","","0","","","0","",""
"100457-4841","","Улица Лефортовский Вал","","55.757069","37.699592","","","0","","","0","",""
"100457-4844","","2-я Институтская улица","","55.723242","37.780262","","","0","","","0","",""
"100457-4845","","Поликлиника","","55.724736","37.775794","","","0","","","0","",""
"100457-4846","","Кинотеатр «Восход»","","55.726329","37.771053","","","0","","","0","",""
"100457-4847","","Улица Михайлова","","55.727441","37.767668","","","0","","","0","",""
"100457-4848","","Улица Коновалова","","55.729151","37.762487","","","0","","","0","",""
"100457-4849","","Улица Коновалова, 4","","55.728269","37.759664","","","0","","","0","",""
"100457-4850","","Улица Коновалова, 4","","55.727825","37.759493","","","0","","","0","",""
"100457-4851","","Ул. Коновалова","","55.729208","37.761698","","","0","","","0","",""
"100457-4852","","Улица Михайлова","","55.726941","37.768571","","","0","","","0","",""
"100457-4853","","Поликлиника","","55.723712","37.778318","","","0","","","0","",""
"100457-4854","","2-я Институтская ул.","","55.722354","37.782292","","","0","","","0","",""
"100457-4855","","Яснополянская ул.","","55.721815","37.787872","","","0","","","0","",""
"100457-4732","","Южное Измайлово","","55.782806","37.835766","","","0","","","0","",""
"100457-4858","","Волгоградский проспект","","55.70265","37.793337","","","0","","","0","",""
"100457-4859","","Кузьминское кладбище","","55.705914","37.794281","","","0","","","0","",""
"100457-5031","","Улица Рокотова","","55.608662","37.545026","","","0","","","0","",""
"100457-4860","","4-я Новокузьминская улица","","55.709506","37.795366","","","0","","","0","",""
"100457-5032","","Ясногорская улица","","55.612205","37.540209","","","0","","","0","",""
"100457-4861","","1-я Новокузьминская ул.","","55.713209","37.796501","","","0","","","0","",""
"100457-5035","","Ясногорская улица","","55.611984","37.540178","","","0","","","0","",""
"100457-4740","","Рязанский проспект, 57","","55.722508","37.771474","","","0","","","0","",""
"100457-4734","","Метродепо «Выхино»","","55.70979","37.826978","","","0","","","0","",""
"100457-4743","","Реутовская ул., 6","","55.740593","37.836708","","","0","","","0","",""
"100457-1002930","","Затонная ул.","","55.682576","37.680222","","","0","","","0","",""
"100457-4744","","Реутовская ул., 16","","55.736278","37.838008","","","0","","","0","",""
"100457-5036","","Ул. Паустовского","","55.603581","37.543567","","","0","","","0","",""
"100457-4745","","Реутовская ул., 22","","55.733424","37.837684","","","0","","","0","",""
"100457-4746","","15-я гор. б-ца","","55.732377","37.828903","","","0","","","0","",""
"100457-5041","","Деревня Мякинино","","55.803934","37.374252","","","0","","","0","",""
"100457-4747","","Ал. Жемчуговой, 1","","55.732732","37.819166","","","0","","","0","",""
"100457-5045","","Ул. Акад. Павлова","","55.742409","37.398434","","","0","","","0","",""
"100457-5046","","Бобруйская ул.","","55.739224","37.39508","","","0","","","0","",""
"100457-5047","","Московский индустриальный колледж","","55.736779","37.400225","","","0","","","0","",""
"100457-5048","","Храм Иоанна Русского","","55.735005","37.403918","","","0","","","0","",""
"100457-4905","","Большой Купавенский проезд","","55.778076","37.819087","","","0","","","0","",""
"100457-4908","","Федеративный проспект","","55.754843","37.818567","","","0","","","0","",""
"100457-3581","","Улица Павла Корчагина, 8 - Платформа Маленковская","","55.813912","37.656892","","","0","","","0","",""
"100457-3582","","1-й Рижский пер.","","55.811991","37.654661","","","0","","","0","",""
"100457-3583","","Староалексеевская ул.","","55.810067","37.648791","","","0","","","0","",""
"100457-3584","","Метро «Алексеевская»","","55.807806","37.642319","","","0","","","0","",""
"100457-3585","","Новоалексеевская ул.","","55.807007","37.64063","","","0","","","0","",""
"100457-3586","","Метро «Алексеевская»","","55.808762","37.645694","","","0","","","0","",""
"100457-3592","","Дворец спорта «Сокольники»","","55.791803","37.674254","","","0","","","0","",""
"100457-3587","","Староалексеевская улица","","55.810144","37.650194","","","0","","","0","",""
"100457-3593","","Старослободская ул.","","55.791501","37.670312","","","0","","","0","",""
"100457-3588","","1-й Рижский пер.","","55.811231","37.654477","","","0","","","0","",""
"100457-3590","","Школа","","55.817758","37.661289","","","0","","","0","",""
"100457-3594","","Ул. Шумкина","","55.791738","37.663795","","","0","","","0","",""
"100457-3591","","Ул. Павла Корчагина","","55.821034","37.664029","","","0","","","0","",""
"100457-3596","","1-й Лучевой просек","","55.798673","37.657602","","","0","","","0","",""
"100457-3597","","2-й Лучевой просек","","55.801811","37.659119","","","0","","","0","",""
"100457-3598","","3-й Лучевой просек","","55.804642","37.663583","","","0","","","0","",""
"100457-3459","","Роддом № 8","","55.70467","37.826477","","","0","","","0","",""
"100457-3460","","Ферганский пр.","","55.698797","37.826871","","","0","","","0","",""
"100457-3461","","Детский сад","","55.696525","37.822541","","","0","","","0","",""
"100457-3462","","Детская школа искусств им. Балакирева","","55.703686","37.821486","","","0","","","0","",""
"100457-3464","","Ташкентский пер.","","55.707003","37.817742","","","0","","","0","",""
"100457-3465","","Рязанский проспект","","55.709884","37.818645","","","0","","","0","",""
"100457-3466","","Метро «Выхино»","","55.715175","37.817974","","","0","","","0","",""
"100457-3454","","Ферганский проезд","","55.699664","37.827654","","","0","","","0","",""
"100457-3760","","Ослябинский переулок","","55.711047","37.658772","","","0","","","0","",""
"100457-3762","","Префектура Юао","","55.704975","37.653127","","","0","","","0","",""
"100457-3763","","Парк Легенд","","55.703659","37.647835","","","0","","","0","",""
"100457-10292","","Ратная ул.","","55.572599","37.592358","","","0","","","0","",""
"100457-3768","","Ослябинский переулок","","55.71135","37.660174","","","0","","","0","",""
"100457-3769","","Улица Ленинская Слобода","","55.712875","37.663695","","","0","","","0","",""
"100457-3770","","Велозаводский рынок","","55.711722","37.66534","","","0","","","0","",""
"100457-3771","","Южный речной вокзал","","55.691953","37.665738","","","0","","","0","",""
"100457-3644","","Фортунатовская улица","","55.783093","37.739081","","","0","","","0","",""
"100457-3645","","Ул. Ибрагимова","","55.782741","37.731074","","","0","","","0","",""
"100457-3646","","Метро «Семёновская»","","55.782453","37.722898","","","0","","","0","",""
"100457-1000520","","Метро «Семёновская»","","55.783526","37.718497","","","0","","","0","",""
"100457-3648","","Ул. Измайловский Вал","","55.787461","37.717206","","","0","","","0","",""
"100457-3649","","Ул. Преображенский Вал","","55.788484","37.716605","","","0","","","0","",""
"100457-3650","","Метро «Преображенская площадь»","","55.797005","37.714867","","","0","","","0","",""
"100457-3651","","Улица Хромова","","55.80015","37.712917","","","0","","","0","",""
"100457-3652","","Мосгорсуд","","55.804434","37.707481","","","0","","","0","",""
"100457-3653","","Телерадиокомпания «Мир»","","55.806827","37.706624","","","0","","","0","",""
"100457-3654","","1-я Прогонная улица","","55.81001","37.703934","","","0","","","0","",""
"100457-3655","","Инновационный университет","","55.812585","37.697634","","","0","","","0","",""
"100457-3656","","Богатырский мост","","55.817012","37.688728","","","0","","","0","",""
"100457-3657","","Вднх (южная)","","55.822144","37.633946","","","0","","","0","",""
"100457-3658","","Улица Цандера","","55.821862","37.628906","","","0","","","0","",""
"100457-3659","","Аргуновская улица","","55.821921","37.621872","","","0","","","0","",""
"100457-3660","","Черкизово","","55.80207","37.727407","","","0","","","0","",""
"100457-3662","","Ул. Короленко","","55.799229","37.686156","","","0","","","0","",""
"100457-3663","","2-й Ширяевский переулок","","55.808497","37.688306","","","0","","","0","",""
"100457-3664","","Б. Ширяевская ул.","","55.810658","37.685406","","","0","","","0","",""
"100457-1009111","","Павелецкий вокзал","","55.730298","37.639817","","","0","","","0","",""
"100457-3666","","Ланинский пер.","","55.818768","37.704942","","","0","","","0","",""
"100457-3667","","Погонный пр.","","55.819632","37.710116","","","0","","","0","",""
"100457-3668","","3-й проезд Подбельского","","55.818002","37.721056","","","0","","","0","",""
"100457-3669","","Рязанское депо","","55.772258","37.661803","","","0","","","0","",""
"100457-3670","","Спартаковская улица","","55.771448","37.669225","","","0","","","0","",""
"100457-3680","","Измайловское ш.","","55.780455","37.721808","","","0","","","0","",""
"100457-3693","","5-й пр. Подбельского","","55.816866","37.726992","","","0","","","0","",""
"100457-3683","","Ул. Ибрагимова","","55.78639","37.731245","","","0","","","0","",""
"100457-3630","","5-я Парковая ул.","","55.792903","37.787726","","","0","","","0","",""
"100457-3684","","Мироновская ул.","","55.786535","37.733989","","","0","","","0","",""
"100457-3631","","7-я Парковая ул.","","55.793014","37.793818","","","0","","","0","",""
"100457-3685","","Фортунатовская улица","","55.786767","37.73983","","","0","","","0","",""
"100457-3632","","Метро «Первомайская»","","55.793099","37.798824","","","0","","","0","",""
"100457-3686","","3-я Парковая ул.","","55.792741","37.783455","","","0","","","0","",""
"100457-3633","","15-я Парковая ул.","","55.793439","37.819813","","","0","","","0","",""
"100457-3687","","5-я Парковая ул.","","55.792928","37.788656","","","0","","","0","",""
"100457-3627","","Главная аллея","","55.786649","37.761697","","","0","","","0","",""
"100457-3688","","7-я Парковая ул.","","55.793028","37.794721","","","0","","","0","",""
"100457-3690","","Районный центр «Первомайский»","","55.793216","37.806211","","","0","","","0","",""
"100457-3691","","13-я Парковая улица","","55.793329","37.812281","","","0","","","0","",""
"100457-3694","","3-й проезд Подбельского","","55.818352","37.721731","","","0","","","0","",""
"100457-3692","","5-й пр. Подбельского","","55.816987","37.725979","","","0","","","0","",""
"100457-3695","","Игральная ул.","","55.818362","37.71626","","","0","","","0","",""
"100457-3696","","Погонный пр.","","55.819806","37.71201","","","0","","","0","",""
"100457-3697","","Ланинский пер.","","55.819035","37.705347","","","0","","","0","",""
"100457-3699","","Б. Ширяевская ул.","","55.810553","37.685214","","","0","","","0","",""
"100457-3700","","2-й Ширяевский переулок","","55.808764","37.687641","","","0","","","0","",""
"100457-3701","","Ул. Короленко","","55.799492","37.68612","","","0","","","0","",""
"100457-3702","","Клуб Русакова - Сцена «Мельников»","","55.791428","37.686645","","","0","","","0","",""
"100457-3703","","Преображенская площадь","","55.795003","37.709674","","","0","","","0","",""
"100457-3704","","Халтуринская ул.","","55.799295","37.728501","","","0","","","0","",""
"100457-3705","","Черкизово","","55.802303","37.726893","","","0","","","0","",""
"100457-3706","","Районный центр «Янтарь»","","55.810655","37.730869","","","0","","","0","",""
"100457-3709","","13-я Парковая улица","","55.793567","37.812244","","","0","","","0","",""
"100457-3710","","Районный центр «Первомайский»","","55.793452","37.805137","","","0","","","0","",""
"100457-3712","","7-я Парковая ул.","","55.793285","37.793511","","","0","","","0","",""
"100457-3713","","5-я Парковая ул.","","55.79313","37.787662","","","0","","","0","",""
"100457-3715","","МЦК Измайлово","","55.787001","37.74165","","","0","","","0","",""
"100457-3716","","Мироновская ул.","","55.786641","37.732629","","","0","","","0","",""
"100457-3717","","Ул. Ибрагимова","","55.786428","37.729299","","","0","","","0","",""
"100457-3720","","Большая Семёновская улица","","55.781068","37.715724","","","0","","","0","",""
"100457-3082","","Метро «Марьина Роща» - Театр «Сатирикон»","","55.796868","37.615858","","","0","","","0","",""
"100457-3729","","Спартаковская улица","","55.771722","37.668447","","","0","","","0","",""
"100457-3730","","Рязанское депо","","55.772335","37.663388","","","0","","","0","",""
"100457-3731","","Площадь Строителей Бам","","55.772328","37.657764","","","0","","","0","",""
"100457-3732","","Метро «Бульвар Рокоссовского»","","55.814687","37.733331","","","0","","","0","",""
"100457-3733","","5-й проезд Подбельского","","55.817382","37.725542","","","0","","","0","",""
"100457-3736","","Ивантеевская ул.","","55.818832","37.72135","","","0","","","0","",""
"100457-3737","","1-й пр. Подбельского","","55.820075","37.718079","","","0","","","0","",""
"100457-3738","","Игральная улица","","55.818826","37.716278","","","0","","","0","",""
"100457-3739","","1-я Прогонная улица","","55.812067","37.708622","","","0","","","0","",""
"100457-3744","","Ул. Алымова","","55.804473","37.711684","","","0","","","0","",""
"100457-3746","","Стадион","","55.810517","37.710469","","","0","","","0","",""
"100457-3747","","1-я Прогонная ул.","","55.812332","37.709504","","","0","","","0","",""
